match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9272619,r2,33928,0.5348232062987994,0.6666666666666666,0.07669586931636874,0.9164556962025316,0.792694340246049,0.9130434782608696,0.78616535105941,1.0,0.9,1.7037953795379537,1.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9086958,r2,69,0.5509201420442162,0.14285714285714285,-0.0014587411102169323,0.8845783464025313,0.8320254580220514,1.0,0.7629234813084111,0.2079207920792079,1.0887096774193548,1.3829550511793502,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433654,r2,9701,0.582375205458664,0.6666666666666666,-0.23304429195258902,1.0698135660452202,0.8107915146658097,0.8181818181818183,0.8815568372768973,0.3442622950819672,0.9529411764705883,0.75,1.2171875,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097248,r2,22763,0.5591180976950823,0.5,-0.38137436794539115,0.9731621936989497,0.9645519188021191,0.6545454545454544,0.9922138047138047,0.25925925925925924,0.8,0.6688497120740111,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097234,r2,23750,0.5527169425508315,0.16666666666666666,-0.08265387538918478,1.118402282453638,1.1544362088879094,1.0,1.051300578034682,1.0,0.9645518776616339,1.7352941176470589,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516555,r2,30428,0.5137622412839933,0.9411764705882353,-0.08058475007096289,1.020909757887014,0.9488966959726398,0.9523809523809523,0.9514830508474577,1.4878048780487805,1.277777777777778,0.8513830285982185,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9587129,r2,36098,0.5365652069158329,0.8,-0.10500344372286197,1.0162892332141438,0.9472542578843544,0.9696969696969697,0.9267585931254997,1.9523809523809523,1.0,0.8518828451882845,0.667583677212288,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9615003,r2,27,0.5320131524763132,0.42105263157894735,0.03455202733484941,1.1340981012658227,1.0128549823162032,1.1818181818181817,0.823850959393128,0.25925925925925924,1.0738636363636365,1.015340364333653,0.7081218274111675,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9185406,r2,30428,0.506460659915579,0.6,0.09031067156125627,0.9824091778202677,1.110270413252985,1.0909090909090908,0.9127462104681273,1.975609756097561,1.2307692307692308,0.973308504034761,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128790,r2,30435,0.5133078584032476,1.4,0.04785630949463582,1.072959604286892,0.818660841890185,0.9047619047619048,0.9682723250201126,0.5121951219512195,1.2380952380952384,0.2702702702702703,0.946969696969697,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457657,r2,40298,0.5281817047611348,1.2,0.013166442738975603,1.0034563561804335,1.368849743076821,0.875,1.0010435301132976,1.0,1.0222222222222224,0.9758241758241758,0.8636636636636638,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9837204,r2,202,0.5167926464816872,0.0,0.05695002433761698,1.0355917667238421,1.3706136718872903,0.9130434782608696,1.2216524216524216,1.650487804878049,0.7891244504704383,0.1037037037037037,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272794,r2,33956,0.5270558547648571,1.75,0.1073540235568815,1.0957771005659558,1.1277862566682195,1.2380952380952381,0.9365936276066475,1.0,0.8780487804878049,2.673333333333334,1.5123809523809524,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9489437,r2,46766,0.5245531710762971,1.1538461538461537,-0.06372397891388437,0.9648006785411366,0.9505044113015415,0.8888888888888888,1.1207765540414412,0.6721311475409836,1.0476190476190477,1.043859649122807,0.9753086419753086,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272535,r2,33914,0.5635629173816794,0.6666666666666666,-0.06323001127069916,1.0475806451612901,0.9151233913893888,1.15,0.8635170603674541,1.975609756097561,0.9600000000000001,0.9667602996254682,0.956354300385109,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9586982,r2,36070,0.5072918670311641,1.8,-0.029412245687947758,1.0825531914893618,0.8444904406927894,1.125,1.22680412371134,0.3442622950819672,0.7899159663865546,0.40540540540540543,0.9618320610687023,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8844310,r2,27,0.5121041636855854,1.125,-0.0888095462282561,1.017241379310345,1.0795928576318705,0.9545454545454544,1.177045177045177,1.975609756097561,1.0119047619047619,0.8897058823529412,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8797081,r2,20,0.5555911660054965,0.6,-0.10925278626939017,1.046153846153846,1.0450372391321667,1.0,0.9460547504025765,1.0,0.9032258064516129,0.5833333333333333,0.9791356184798807,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084809,r2,7573,0.5097034317528009,0.7,0.08821813206836304,0.9489355622231748,1.1243727742330665,1.2098765432098766,0.9810810810810813,1.0,0.8541666666666666,0.8039487104810165,1.1217008797653958,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516576,r2,30435,0.5237128386932863,0.7333333333333333,0.13658443496724648,0.9785714285714286,0.8203365347079903,1.1688311688311688,0.8713348152852757,1.0,1.0975609756097562,1.4943820224719102,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9484488,r2,40564,0.505237550991633,1.6666666666666667,-0.11418062086709946,1.0892222660876432,0.9115427163776849,1.4102564102564104,1.2510877402352008,2.9047619047619047,0.8571428571428571,2.266304347826087,1.1259640102827764,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9250317,r2,153,0.5289948529719579,0.0,0.20420448136184166,0.8258064516129032,0.7586606603546779,1.0,0.5434782608695653,1.0,1.0587301587301587,0.9459497686448041,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097430,r2,22497,0.5466843008174951,0.6,0.01207094973713252,0.935244161358811,0.7466981878954693,1.3095238095238098,0.8500618811881189,1.975609756097561,1.75,1.8888888888888888,0.9498714652956299,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9249183,r2,895,0.5268004072059571,0.5,-0.007056345444971024,1.0,1.2969674915727607,1.4666666666666668,0.8166666666666667,101.0,0.9194089823774981,0.8098288467929545,1.0054945054945055,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433731,r2,9701,0.5733986739208977,0.25,-0.26115155563067716,0.9321697738992463,0.8231270657345275,0.9000000000000001,0.7965649885274666,0.6721311475409836,0.9264705882352942,0.6047619047619047,1.1203457446808511,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097339,r2,23750,0.5656187450098937,0.25,-0.062442456439072425,0.9514712340799296,0.8846423107563205,1.0606060606060606,1.032416267942584,1.4878048780487805,1.0357142857142858,0.857142857142857,0.888888888888889,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128818,r2,30421,0.539051287855747,2.111111111111111,0.13526349212112654,1.0581203627370157,0.9604969781543667,1.0952380952380951,1.1130394857667585,1.4878048780487805,0.987012987012987,1.6081081081081081,1.3893939393939394,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084641,r2,9876,0.5613588097584974,0.6,-0.05282983075276082,1.0060862214708368,0.8982190518663167,1.5,0.9030469422911284,0.5121951219512195,1.1428571428571428,0.3157894736842105,1.1307901907356948,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9837260,r2,237,0.5656934871384721,0.4,-0.07225786114941979,1.023016353725015,1.1198015598913744,0.7000000000000001,0.9562724014336916,0.6721311475409836,0.8478002244668912,1.275,0.9444444444444444,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9489374,r2,46766,0.5134393948095517,1.0714285714285714,-0.047326281326020014,0.9664694280078896,1.0456973686925208,0.8888888888888888,1.1708239671343308,0.6721311475409836,1.0476190476190477,1.043859649122807,0.8046683046683046,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433661,r2,10618,0.5318698641466847,0.5714285714285714,-0.01916653000845181,0.9197359277275886,1.1410992958996684,0.9319526627218935,0.8539341000303531,1.3278688524590163,0.8130081300813009,1.03390399462907,1.0754504504504505,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9684282,r2,13957,0.5317641826546915,1.8,-0.20981088106812917,0.9144990270442,1.182352070594553,1.0625,1.3798809523809523,1.0,1.0636363636363637,0.180028129395218,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9684695,r2,32388,0.5140605766458521,1.5,-0.3208904146103626,0.9279490180777733,1.1668570589059457,0.9523809523809524,1.0077419354838708,1.0,0.9655792124542124,0.753968253968254,0.6689655172413793,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9490060,r2,188,0.5013406377282439,3.0,0.06182789735412586,1.043010752688172,0.870697105968633,0.85,1.197831978319783,2.9047619047619047,0.8649425287356324,0.6837606837606838,2.253086419753086,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9076850,r2,45072,0.5098789112032296,0.6666666666666666,0.0793364881348213,1.0983212569285052,1.0926459198484515,2.0,0.987108798633222,34.33,0.9835164835164835,0.6643353035063722,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084977,r2,7258,0.5049428059246219,1.1428571428571428,-0.03484838967259951,1.0660336642209753,0.926947570886199,0.9375,1.0946708463949844,1.0,1.0,1.9418753059300882,1.0980392156862746,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9271674,r2,47508,0.5566240291135243,0.6363636363636364,-0.09029866507119899,1.1456390977443611,1.0155291464279317,1.0,0.8457268537913698,1.9523809523809523,0.7857142857142857,3.607142857142857,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9094287,r2,46752,0.5467225966571417,0.5333333333333333,-0.04027557901933676,1.0198591076819858,1.25774498647834,1.212121212121212,0.9496903268663424,2.9047619047619047,1.6875,4.4,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457440,r2,35790,0.5218085375769699,0.8333333333333334,-0.12391045131016565,0.9118644067796611,1.0276247707899748,0.75,1.127497062279671,0.2079207920792079,0.82814253647587,0.45714285714285713,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084928,r2,7573,0.5050510435320656,1.1428571428571428,-0.17599120300803306,0.9785323965651833,1.1207663612222003,0.7619047619047619,0.968180908545127,0.5121951219512195,1.0,0.5806451612903225,0.7620111731843576,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9484558,r2,40578,0.5685515425924226,0.7272727272727273,-0.06489472705155896,1.027913994718974,0.8309629422889359,1.1180124223602486,0.9292173913043479,1.4878048780487805,0.9622641509433962,1.5444444444444445,1.0183823529411764,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9830764,r2,209,0.5052537357050974,1.0,-0.09207463480348799,1.076180333688321,0.9899903149975144,1.0181818181818183,1.1196283391405342,1.4878048780487805,0.8571428571428571,0.5624178099333379,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9438281,r2,216,0.5302606656484654,0.625,0.14247173629928445,0.9754473574698296,0.8148670148489716,1.15,0.810581686328584,1.4878048780487805,0.764367816091954,0.7156177156177156,1.1789473684210527,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8887724,r2,33963,0.5165843136116114,1.25,-0.07695360560596964,1.0511429678419217,0.8287780366517512,1.1333333333333333,0.9321266968325793,1.3278688524590163,1.0555555555555556,1.2798216276477146,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9702755,r2,33942,0.5203494645239829,1.2307692307692308,-0.06054552803043589,0.8764129615674453,0.9780329077615357,1.0476190476190477,0.854265873015873,1.9523809523809523,0.8114035087719299,0.6165853658536585,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085026,r2,8182,0.5320210738089556,1.0,0.1892099169386896,0.9196529611467371,0.8532892924890084,1.4000000000000001,1.117336644420301,2.9047619047619047,1.28,0.8743169398907104,0.7739637305699482,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9489409,r2,46731,0.5173918137392644,1.0,-0.0438952450785659,1.0350318471337578,0.9475891264799442,0.8,1.0890796703296703,0.5061728395061729,1.064516129032258,4.76,0.9440559440559441,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9407691,r2,48950,0.5139316018216036,1.2857142857142858,0.03262057922163919,0.8742857142857143,0.9038344063984315,0.6666666666666666,1.0583333333333333,0.7536574552977686,2.0,0.35543607241385217,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9887856,r2,202,0.5370730142728902,1.0,-0.14695072075433147,0.9463667820069205,0.8420376213022537,0.6666666666666666,0.8192024192024192,1.0,0.9204545454545455,1.4573378839590443,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9331230,r2,12389,0.5467446974609891,0.0,-0.16215015548645062,0.9535864978902953,1.2011950759092194,1.0,1.078125,0.5121951219512195,0.9047619047619048,1.5514520731912036,1.0381679389312977,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9290896,r2,69,0.5246763667434063,1.5714285714285714,-0.07708128812748716,0.93014553014553,1.1342183151136307,1.0,1.3383902233459755,0.5121951219512195,0.9761904761904762,0.8676236044657097,1.0476190476190477,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9051167,r2,44904,0.5000185806183244,1.0,-0.028548759768636467,0.9410217881292261,1.2817464193612442,0.6790123456790125,0.8620974401321222,0.009900990099009901,0.9200000000000002,0.25842696629213485,0.7582417582417582,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9702741,r2,33956,0.5624431353964253,1.6666666666666667,0.15202778615466694,1.0089906007355947,0.9844746518845436,1.2857142857142858,1.047199420569773,3.857142857142857,0.8,0.8061797752808989,1.0178343949044586,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128587,r2,30393,0.5044652823446594,0.8571428571428571,0.033992570144515066,0.9733333333333333,1.0386649085171487,1.2631578947368423,1.0651645494705249,0.7530864197530864,0.8076923076923076,4.233333333333333,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9352349,r2,20,0.5157383750073224,0.8260869565217391,0.0002752653145586814,1.0195236235845373,0.9900564048582481,0.84,0.8760687970369203,1.0,1.0454545454545456,1.376865671641791,2.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9388553,r2,17744,0.5010600049051023,1.75,-0.25470815325288587,1.2392556490917146,1.366535797402774,0.8555555555555555,1.3433979126105133,1.4878048780487805,0.8076923076923077,0.8045112781954887,0.7647058823529411,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9587122,r2,36084,0.570680725099017,3.5,0.0912830177891597,0.9607766990291263,1.3715319374018609,1.2057416267942582,1.4100353869884765,1.975609756097561,0.912,1.0033783783783783,1.1530249110320285,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8950766,r2,55,0.5354438349000459,0.65,-0.012821744673483515,1.089177489177489,1.1497767770917553,0.8769230769230771,0.9576968272620446,0.40594059405940597,0.853658536585366,0.5162241887905604,0.0,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
