match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9250275,r1,90,0.5834720656336235,0.0,1.0048780661482482,0.5,0.7660391531966952,0.0196078431372549,161.5784907708856,153.82244608278125,1.0085749226880683,1.3635376756839936,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9262189,r1,36098,0.5029468012988024,0.6153846153846154,0.9870998372666242,0.9375,1.0872135670316379,0.3442622950819672,151.28571428571428,153.5,1.4166666666666667,0.39752650176678445,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9128776,r1,30428,0.5201206940934147,0.8421052631578947,1.1391856346060882,0.8944444444444443,0.9085872123526393,0.7530864197530864,171.06666666666666,179.625,0.9285714285714286,0.8411654135338347,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9586919,r1,36112,0.529864787498253,0.2857142857142857,0.9517398281967651,1.3333333333333335,0.7304205325576724,1.4878048780487805,166.0,155.5,1.2,1.1525974025974026,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9128538,r1,30414,0.6505667951377685,2.375,1.0657760322630716,0.9600000000000002,1.0599886527214784,0.3103295404167282,169.93333333333334,164.125,1.0085749226880683,1.3081761006289307,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9516653,r1,30435,0.5094496187665872,0.4,0.8672107747546025,1.0476190476190477,0.9020968007093397,0.6721311475409836,177.06666666666666,184.5,0.9951219512195122,1.2780898876404494,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9516534,r1,36014,0.5027696470414613,0.6818181818181818,0.9870022613939371,0.8695652173913043,0.9981752954611834,0.3442622950819672,183.46666666666667,156.35,1.4444444444444446,0.5858585858585859,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085474,r1,9701,0.59677090532068,3.2,0.8367479250118137,0.9846153846153847,0.9611533459314582,0.6039603960396039,163.06666666666666,177.32142857142858,1.0292397660818713,0.6592592592592593,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9433752,r1,7727,0.6195026609189531,2.4285714285714284,0.864401870877578,1.2272727272727273,1.0228281986625896,2.9047619047619047,167.0,151.6,1.1388888888888888,1.64,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9516359,r1,30428,0.6653381776993346,1.7272727272727273,1.1820293406625113,1.0416666666666665,1.1079627391524036,21.0,171.06666666666666,186.5,0.7499999999999999,5.114285714285715,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9262133,r1,36098,0.6355107923675689,1.7142857142857142,0.9157681769310886,0.8909090909090909,1.053005532201283,1.4878048780487805,168.8,134.0,0.8936170212765957,2.5727272727272728,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9782086,r1,202,0.5980347609944205,1.5,0.9438225769872839,0.9523809523809524,1.2955466734582215,1.9523809523809523,157.33333333333334,140.5,1.0085749226880683,0.4891304347826087,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9271807,r1,47487,0.5322078841029836,0.6,1.194375932384272,0.9572649572649573,0.9773325346543084,0.5061728395061729,158.2,132.0,0.7058823529411765,1.235474006116208,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9644102,r1,48,0.5331414632176648,3.4,1.2206302867099403,1.0,0.8714920238159214,1.4878048780487805,176.06666666666666,144.93333333333334,0.8518518518518519,1.3136629452418926,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9256386,r1,62,0.5724808418415082,0.4444444444444444,0.9576581115495766,0.6611111111111111,0.9989570057820426,0.024390243902439025,140.53333333333333,156.63333333333333,1.0105263157894737,0.980825958702065,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9272773,r1,33921,0.5864734145194288,0.9090909090909091,0.8966798293135971,1.0,0.9555859434949584,2.9047619047619047,155.13333333333333,133.41666666666666,1.0555555555555556,0.4901960784313725,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9433850,r1,10576,0.5612462229115482,0.6666666666666666,0.9629360606424248,1.03125,1.0230280157266713,1.0,178.46666666666667,167.65,1.1032863849765258,0.476909797151489,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9615073,r1,41,0.579597286072576,0.9230769230769231,1.0389576776761638,0.9333333333333335,1.043785338689795,2.9047619047619047,169.6,159.4,0.8571428571428572,0.5189917127071824,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9262035,r1,38814,0.5352541915588243,0.4,0.9639037530255725,1.3888888888888888,0.958056932345433,1.4878048780487805,165.3846153846154,157.56666666666666,0.746031746031746,0.7096774193548387,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9262252,r1,36070,0.5597739911741544,0.8333333333333334,0.9300757070512564,0.8020833333333333,1.0738316267509231,1.3278688524590163,152.33333333333334,152.85714285714286,1.4166666666666667,0.7295774647887324,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9128363,r1,48334,0.5313975882592228,2.75,0.9515146852304839,1.0,0.8510092686712227,1.0,161.5784907708856,164.33333333333334,1.0085749226880683,1.3635376756839936,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085292,r1,10366,0.5897905243329398,0.75,0.888701564030076,1.2444444444444447,1.0291366109067865,2.9047619047619047,160.66666666666666,146.23333333333332,0.8076923076923076,1.363408521303258,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9272444,r1,33921,0.5293059425718465,0.6363636363636364,0.9713649402934719,0.9047619047619048,1.0253198306138298,0.024390243902439025,160.8,137.14285714285714,1.0555555555555556,1.6894736842105262,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9457538,r1,40452,0.5253036797217443,0.7142857142857143,1.0479777790494627,0.6666666666666666,0.770999125433924,1.0,153.88888888888889,149.5,0.7741935483870968,3.1875,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9433108,r1,9701,0.6050780641246833,0.7142857142857143,0.9632900190909883,0.8928571428571428,0.8190762453001433,0.5061728395061729,159.4,170.46666666666667,1.0327868852459017,0.4044943820224719,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9516674,r1,30414,0.5427532034358555,0.7,1.1827644952196756,1.2,1.1183714092670565,1.0,167.0,160.36363636363637,1.1388888888888888,0.7191919191919193,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9684506,r1,12389,0.6883391229043395,0.0,0.7115268557634279,1.0,0.36637402107597633,0.047619047619047616,143.75,167.57142857142858,1.0085749226880683,1.3635376756839936,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9167927,r1,209,0.791250778805054,2.0,1.0689614481108256,1.6,1.0537099901715326,21.0,141.88888888888889,127.5,1.0085749226880683,1.3635376756839936,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9433885,r1,9701,0.570843989290321,0.9090909090909091,1.0462677618481122,0.84,0.8594880796785084,1.0,164.13333333333333,167.5,0.9322033898305084,1.326530612244898,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9433899,r1,7727,0.5815688860556745,1.0,0.8737588907406978,1.25,0.9562761662742809,1.975609756097561,157.46666666666667,166.26666666666668,1.4875,1.2049382716049382,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9087147,r1,188,0.5890708579594475,0.8,1.0781327531846683,0.7391304347826088,0.951143340109813,0.2079207920792079,146.06666666666666,163.875,1.1076923076923078,1.0237319683573756,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9457664,r1,47529,0.6649364976084351,2.0,1.0749332312264244,1.25,1.3274207297820608,61.0,167.26666666666668,148.6,0.5806451612903226,1.5972222222222223,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9097395,r1,23750,0.7520390266759786,3.0,1.0260468296228722,1.625,1.3156511636808477,61.0,143.125,144.0,1.0085749226880683,1.3635376756839936,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9271800,r1,47480,0.5868556921966983,1.1428571428571428,0.8964153178689467,1.2857142857142856,0.9844378658211025,1.4878048780487805,148.33333333333334,132.0,1.0999999999999999,1.504950495049505,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9087042,r1,48,0.5306880345809977,1.0555555555555556,0.9529543157239673,0.9134615384615385,0.914642920587749,1.975609756097561,166.66666666666666,154.71428571428572,1.2172284644194755,2.444444444444444,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9457510,r1,47529,0.6836562717953834,2.2,0.9534054990192194,1.7142857142857144,1.0071586308108318,3.857142857142857,164.83333333333334,157.96153846153845,0.8333333333333334,0.47058823529411764,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085040,r1,7608,0.5285813563609316,0.8333333333333334,0.9158558850515582,0.9005847953216374,0.9548704820253534,0.6721311475409836,164.6,154.25,1.1666666666666667,0.7126436781609196,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085418,r1,10576,0.6532284889638387,1.2222222222222223,1.1191568132891898,1.05,0.9222685912853896,0.3442622950819672,172.6,161.9375,1.0833333333333335,0.8417721518987342,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9331398,r1,11591,0.6718352373464714,0.2,0.9402113596191443,1.0,0.8263425051614807,1.3278688524590163,138.07142857142858,165.1,1.25,0.45035460992907805,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9272507,r1,33963,0.5831630444895102,1.3333333333333333,1.045645552694554,1.1,0.9997063498015747,1.0,166.73333333333332,140.16666666666666,1.0526315789473686,1.5714285714285714,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9225376,r1,48,0.7426786979644131,1.7,0.8471212830004291,1.4444444444444444,0.9812383528400263,2.4634146341463414,162.73333333333332,153.82244608278125,1.1341463414634148,1.8801652892561984,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9516338,r1,30414,0.5975525168879965,1.3076923076923077,1.014572774565411,0.9435897435897436,1.1349549770326999,0.5061728395061729,170.93333333333334,154.73333333333332,0.7557603686635944,1.014857142857143,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9440493,r1,55,0.6681737823703728,1.3125,1.1006021482543618,1.1363636363636362,1.0825858652412677,1.0,170.73333333333332,164.46666666666667,1.09009009009009,1.3266499582289057,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9457447,r1,47529,0.6531266328207808,0.9090909090909091,1.0238734142780066,2.0,1.0822853364294198,1.975609756097561,158.1818181818182,157.0,0.5555555555555556,0.2903981264637002,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9077011,r1,40298,0.5425896377224586,0.875,0.9100507518553247,1.2000000000000002,1.0665657479528963,1.4878048780487805,167.16666666666666,133.33333333333334,1.3043478260869565,3.8125,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085355,r1,8700,0.5398255156956584,0.625,1.0109400426036292,0.7032967032967032,0.9906254758977894,0.5121951219512195,165.8,146.3,0.8522727272727273,1.608695652173913,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9076997,r1,40452,0.6133204352182016,1.2,0.9729131644941718,0.5714285714285714,1.119184694102556,0.40594059405940597,160.4,127.03333333333333,1.0,2.9651162790697674,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9587136,r1,36084,0.6478719194541298,1.4,0.9064306141883165,0.9818181818181818,1.2004111422320671,1.0,163.93333333333334,153.91666666666666,1.1259259259259258,0.7162379421221865,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
8887801,r1,33928,0.6791419527209657,1.6,1.2043886680550389,0.9166666666666667,1.2636360824857733,1.0,168.0,161.75,0.8888888888888888,1.0782608695652174,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9684667,r1,12046,0.5039875146943957,0.36363636363636365,1.0953138156548994,2.0,0.9680678466303797,0.6039603960396039,158.53846153846155,135.375,0.9595238095238096,1.48125,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9330789,r1,11283,0.5158822312464824,4.0,0.8957668311531694,1.0,0.6977684384418898,0.6721311475409836,139.0,157.25,0.9360000000000002,0.5129032258064516,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9098844,r1,188,0.6736995785532915,1.4285714285714286,1.0311966516195483,1.6666666666666665,1.0688712341057927,1.0,122.93333333333334,140.9,1.0085749226880683,0.4698318496538081,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9331335,r1,14454,0.5507729769562004,6.0,0.989154711968761,1.08,1.0930912033403317,1.0,144.83333333333334,158.3181818181818,1.3666666666666667,11.75,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9085187,r1,7258,0.5426074794890043,0.5294117647058824,0.9896468938458753,0.5833333333333334,1.1256824012202051,1.3278688524590163,161.6,147.65,0.9459459459459459,1.5289256198347108,1,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9051104,r1,40578,0.5374630788228159,0.75,0.9180391718789632,1.4999999999999998,1.1220089208386659,1.0,169.92857142857142,172.26666666666668,0.9130434782608695,1.9565217391304348,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
9271730,r1,47480,0.615443623159561,0.9090909090909091,0.9374755037601108,0.75,1.0124033756604978,1.3278688524590163,154.30769230769232,163.66666666666666,0.6900000000000001,1.9789473684210526,0,<class 'lightgbm.sklearn.LGBMClassifier'>,no,50,2,0.2
